ad_id,product,channel,audience,date,impressions,clicks,conversions,spend,headline_len,sentiment,ctr,cvr
ad_688,Smartwatch Pro,youtube,Professionals 30-45,2025-08-22,1094,9,1,16.12,57,0.278,0.008226691042047532,0.1111111111111111
ad_689,Online MBA Course,instagram,Professionals 30-45,2025-10-28,1949,20,0,25.76,41,-0.302,0.01026167265264238,0.0
ad_690,NoiseCancel Headphones,youtube,Professionals 30-45,2025-09-18,2172,22,0,31.6,43,0.192,0.010128913443830571,0.0
ad_691,Eco Bottle,google_search,Students 18-25,2025-10-29,2433,77,1,28.12,31,0.19,0.03164817098232635,0.012987012987012988
ad_692,NoiseCancel Headphones,instagram,Women 25-40,2025-11-06,732,10,0,9.07,52,0.373,0.01366120218579235,0.0
ad_693,Online MBA Course,instagram,Professionals 30-45,2025-09-21,748,7,0,10.82,59,-0.238,0.009358288770053475,0.0
ad_694,Smartwatch Pro,facebook,Women 25-40,2025-09-21,90,0,0,1.15,48,-0.152,0.0,0.0
ad_695,Organic Face Cream,instagram,Professionals 30-45,2025-09-13,257,5,0,2.79,53,-0.068,0.019455252918287938,0.0
ad_696,NoiseCancel Headphones,google_search,Men 25-40,2025-09-03,3985,116,5,40.33,31,0.479,0.029109159347553325,0.04310344827586207
ad_697,Organic Face Cream,instagram,Men 25-40,2025-10-06,1105,17,0,15.73,30,0.194,0.015384615384615385,0.0
ad_698,Organic Face Cream,youtube,Professionals 30-45,2025-09-04,224,0,0,2.77,50,0.057,0.0,0.0
ad_699,Online MBA Course,youtube,Women 25-40,2025-10-25,1513,22,0,19.21,34,0.131,0.014540647719762063,0.0
ad_700,NoiseCancel Headphones,instagram,Professionals 30-45,2025-10-10,2316,26,0,33.28,48,0.159,0.011226252158894647,0.0
ad_701,Organic Face Cream,instagram,Professionals 30-45,2025-09-02,719,9,1,8.58,24,-0.11,0.012517385257301807,0.1111111111111111
ad_702,NoiseCancel Headphones,google_search,Students 18-25,2025-09-28,2077,55,4,27.7,27,0.039,0.026480500722195474,0.07272727272727272
ad_703,Smartwatch Pro,instagram,Students 18-25,2025-10-02,188,4,0,2.68,14,-0.224,0.02127659574468085,0.0
ad_704,Eco Bottle,instagram,Women 25-40,2025-09-13,1532,25,1,20.15,42,-0.351,0.016318537859007835,0.04
ad_705,Eco Bottle,facebook,Women 25-40,2025-09-25,215,2,0,2.6,46,0.127,0.009302325581395349,0.0
ad_706,Organic Face Cream,google_search,Students 18-25,2025-10-01,319,7,0,4.58,28,-0.534,0.0219435736677116,0.0
ad_707,Smartwatch Pro,facebook,Professionals 30-45,2025-11-01,1139,6,0,15.48,15,0.231,0.0052677787532923615,0.0
ad_708,Organic Face Cream,google_search,Professionals 30-45,2025-10-19,877,27,4,11.9,37,0.137,0.03078677309007982,0.14814814814814814
ad_709,NoiseCancel Headphones,instagram,Men 25-40,2025-09-21,61,0,0,0.69,21,0.341,0.0,0.0
ad_710,Smartwatch Pro,youtube,Students 18-25,2025-09-08,458,7,0,6.76,50,0.163,0.015283842794759825,0.0
ad_711,Organic Face Cream,facebook,Professionals 30-45,2025-10-05,759,5,0,9.45,42,-0.359,0.006587615283267457,0.0
ad_712,Online MBA Course,instagram,Men 25-40,2025-09-15,867,7,1,10.64,33,-0.12,0.008073817762399077,0.14285714285714285
ad_713,NoiseCancel Headphones,youtube,Women 25-40,2025-10-29,669,5,0,8.77,35,-0.375,0.007473841554559043,0.0
ad_714,Eco Bottle,youtube,Men 25-40,2025-10-07,1004,9,0,14.1,39,-0.133,0.008964143426294821,0.0
ad_715,Online MBA Course,youtube,Students 18-25,2025-11-08,699,5,0,9.29,24,-0.484,0.00715307582260372,0.0
ad_716,Organic Face Cream,google_search,Women 25-40,2025-10-30,215,7,0,2.68,30,-0.095,0.03255813953488372,0.0
ad_717,Organic Face Cream,instagram,Professionals 30-45,2025-09-18,172,3,0,2.53,58,0.606,0.01744186046511628,0.0
ad_718,NoiseCancel Headphones,facebook,Men 25-40,2025-10-17,85,0,0,1.0,24,0.292,0.0,0.0
ad_719,Smartwatch Pro,google_search,Students 18-25,2025-11-10,1818,67,3,20.5,45,0.298,0.03685368536853685,0.04477611940298507
ad_720,Organic Face Cream,youtube,Men 25-40,2025-10-04,49,0,0,0.62,31,0.457,0.0,0.0
ad_721,Organic Face Cream,youtube,Students 18-25,2025-10-05,176,2,0,2.05,56,-0.02,0.011363636363636364,0.0
ad_722,Smartwatch Pro,google_search,Professionals 30-45,2025-10-26,1377,32,1,13.83,16,0.295,0.023238925199709513,0.03125
ad_723,NoiseCancel Headphones,youtube,Women 25-40,2025-11-11,947,10,0,9.76,24,0.276,0.010559662090813094,0.0
ad_724,Organic Face Cream,youtube,Women 25-40,2025-09-20,1020,5,0,13.8,34,0.295,0.004901960784313725,0.0
ad_725,Smartwatch Pro,instagram,Professionals 30-45,2025-08-31,135,0,0,1.57,39,0.065,0.0,0.0
ad_726,Smartwatch Pro,instagram,Women 25-40,2025-10-08,1712,27,1,18.48,21,-0.077,0.015771028037383176,0.037037037037037035
ad_727,NoiseCancel Headphones,google_search,Men 25-40,2025-08-19,875,30,0,12.87,48,0.067,0.03428571428571429,0.0
ad_728,Online MBA Course,facebook,Women 25-40,2025-11-05,785,9,1,11.68,22,0.336,0.011464968152866241,0.1111111111111111
ad_729,NoiseCancel Headphones,youtube,Men 25-40,2025-08-22,203,2,0,2.17,53,-0.306,0.009852216748768473,0.0
ad_730,NoiseCancel Headphones,google_search,Women 25-40,2025-10-10,1020,28,1,11.26,18,0.034,0.027450980392156862,0.03571428571428571
ad_731,Online MBA Course,google_search,Men 25-40,2025-09-21,1379,42,4,20.22,57,-0.234,0.030456852791878174,0.09523809523809523
ad_732,Smartwatch Pro,youtube,Men 25-40,2025-10-06,116,1,0,1.37,33,0.482,0.008620689655172414,0.0
ad_733,NoiseCancel Headphones,youtube,Women 25-40,2025-09-21,1406,13,1,17.37,50,0.457,0.009246088193456615,0.07692307692307693
ad_734,Organic Face Cream,instagram,Students 18-25,2025-09-06,498,7,0,6.39,48,-0.403,0.014056224899598393,0.0
ad_735,Eco Bottle,instagram,Men 25-40,2025-10-28,2137,22,1,29.15,11,0.312,0.010294805802526907,0.045454545454545456
ad_736,Organic Face Cream,youtube,Students 18-25,2025-10-02,1380,9,1,16.83,37,-0.112,0.006521739130434782,0.1111111111111111
ad_737,Eco Bottle,instagram,Professionals 30-45,2025-09-30,1602,26,0,16.42,51,0.09,0.016229712858926344,0.0
ad_738,Organic Face Cream,google_search,Men 25-40,2025-09-27,460,16,3,6.84,28,0.218,0.034782608695652174,0.1875
ad_739,Organic Face Cream,youtube,Professionals 30-45,2025-08-27,277,6,0,4.13,23,0.236,0.021660649819494584,0.0
ad_740,Organic Face Cream,youtube,Women 25-40,2025-10-22,942,10,0,12.96,34,0.176,0.010615711252653927,0.0
ad_741,Online MBA Course,youtube,Students 18-25,2025-09-05,2096,18,0,21.28,48,0.044,0.008587786259541985,0.0
ad_742,Online MBA Course,instagram,Students 18-25,2025-09-22,46,1,0,0.57,55,-0.178,0.021739130434782608,0.0
ad_743,Smartwatch Pro,youtube,Women 25-40,2025-11-09,568,5,0,7.05,21,0.463,0.008802816901408451,0.0
ad_744,Organic Face Cream,google_search,Students 18-25,2025-10-20,1106,29,0,11.16,55,-0.266,0.026220614828209764,0.0
ad_745,Online MBA Course,facebook,Men 25-40,2025-08-16,529,7,0,7.16,41,0.277,0.013232514177693762,0.0
ad_746,Smartwatch Pro,youtube,Students 18-25,2025-09-03,1280,18,2,18.25,51,0.313,0.0140625,0.1111111111111111
ad_747,Online MBA Course,google_search,Men 25-40,2025-10-24,61,5,0,0.75,46,0.678,0.08196721311475409,0.0
ad_748,Eco Bottle,facebook,Students 18-25,2025-09-06,137,2,0,1.68,29,0.337,0.014598540145985401,0.0
ad_749,Online MBA Course,google_search,Women 25-40,2025-10-09,1682,49,0,22.05,31,0.655,0.029131985731272295,0.0
ad_750,Organic Face Cream,google_search,Professionals 30-45,2025-11-04,1345,37,0,18.12,12,0.59,0.0275092936802974,0.0
ad_751,Smartwatch Pro,youtube,Professionals 30-45,2025-09-09,1315,13,0,17.02,54,-0.118,0.00988593155893536,0.0
ad_752,NoiseCancel Headphones,youtube,Professionals 30-45,2025-11-10,530,4,0,6.94,53,0.007,0.007547169811320755,0.0
ad_753,NoiseCancel Headphones,instagram,Men 25-40,2025-09-04,85,1,0,1.22,53,0.013,0.011764705882352941,0.0
ad_754,Online MBA Course,youtube,Students 18-25,2025-09-08,234,2,0,3.45,41,-0.04,0.008547008547008548,0.0
ad_755,Smartwatch Pro,instagram,Students 18-25,2025-10-10,2363,22,1,33.71,52,-0.24,0.009310198899703767,0.045454545454545456
ad_756,Eco Bottle,facebook,Students 18-25,2025-11-09,664,8,0,9.1,20,0.416,0.012048192771084338,0.0
ad_757,Eco Bottle,instagram,Students 18-25,2025-09-23,381,6,0,3.89,23,0.059,0.015748031496062992,0.0
ad_758,Organic Face Cream,facebook,Women 25-40,2025-09-05,1080,10,1,13.98,36,-0.194,0.009259259259259259,0.1
ad_759,Organic Face Cream,youtube,Women 25-40,2025-10-26,378,5,0,5.41,40,0.345,0.013227513227513227,0.0
ad_760,NoiseCancel Headphones,facebook,Professionals 30-45,2025-11-04,31,0,0,0.31,32,-0.001,0.0,0.0
ad_761,Organic Face Cream,google_search,Students 18-25,2025-10-19,1303,30,0,15.06,31,-0.254,0.023023791250959325,0.0
ad_762,Online MBA Course,facebook,Men 25-40,2025-08-27,184,7,0,2.53,42,-0.007,0.03804347826086957,0.0
ad_763,Organic Face Cream,youtube,Men 25-40,2025-10-23,49,0,0,0.56,24,0.144,0.0,0.0
ad_764,NoiseCancel Headphones,instagram,Professionals 30-45,2025-08-23,319,4,0,4.42,39,0.318,0.012539184952978056,0.0
ad_765,Organic Face Cream,facebook,Students 18-25,2025-08-30,40,2,0,0.48,55,-0.662,0.05,0.0
ad_766,Smartwatch Pro,google_search,Professionals 30-45,2025-09-01,2280,64,3,25.13,57,-0.023,0.028070175438596492,0.046875
ad_767,Smartwatch Pro,facebook,Professionals 30-45,2025-09-24,18,0,0,0.26,15,0.155,0.0,0.0
ad_768,NoiseCancel Headphones,facebook,Men 25-40,2025-08-16,2302,23,5,26.59,41,0.28,0.00999131190269331,0.21739130434782608
ad_769,Smartwatch Pro,google_search,Women 25-40,2025-09-30,3197,99,2,43.45,45,0.496,0.030966531122927746,0.020202020202020204
ad_770,NoiseCancel Headphones,instagram,Men 25-40,2025-10-03,808,6,0,9.4,40,-0.34,0.007425742574257425,0.0
ad_771,Smartwatch Pro,google_search,Professionals 30-45,2025-10-15,2512,83,5,28.91,18,-0.255,0.03304140127388535,0.060240963855421686
ad_772,Eco Bottle,youtube,Professionals 30-45,2025-08-29,1711,15,1,17.49,10,-0.293,0.008766803039158387,0.06666666666666667
ad_773,Online MBA Course,google_search,Women 25-40,2025-10-28,53,0,0,0.64,59,0.002,0.0,0.0
ad_774,Online MBA Course,youtube,Students 18-25,2025-10-16,1011,7,1,12.45,41,0.14,0.006923837784371909,0.14285714285714285
ad_775,Smartwatch Pro,instagram,Students 18-25,2025-09-13,2073,32,2,30.92,37,-0.31,0.015436565364206465,0.0625
ad_776,Organic Face Cream,youtube,Students 18-25,2025-09-04,2309,22,0,31.48,30,-0.287,0.009527934170636639,0.0
ad_777,NoiseCancel Headphones,google_search,Women 25-40,2025-08-28,1012,29,1,14.25,57,-0.223,0.02865612648221344,0.034482758620689655
ad_778,Eco Bottle,instagram,Men 25-40,2025-09-24,1184,15,0,11.91,41,-0.13,0.01266891891891892,0.0
ad_779,Organic Face Cream,facebook,Women 25-40,2025-11-07,1091,2,1,16.3,10,-0.466,0.0018331805682859762,0.5
ad_780,Online MBA Course,google_search,Professionals 30-45,2025-11-06,711,24,0,9.54,25,0.368,0.03375527426160337,0.0
ad_781,Organic Face Cream,facebook,Men 25-40,2025-10-11,1009,9,0,13.07,12,0.292,0.008919722497522299,0.0
ad_782,Smartwatch Pro,google_search,Professionals 30-45,2025-11-04,186,6,0,2.03,31,-0.54,0.03225806451612903,0.0
ad_783,NoiseCancel Headphones,youtube,Students 18-25,2025-09-24,1060,12,2,12.82,32,0.036,0.011320754716981131,0.16666666666666666
ad_784,Organic Face Cream,facebook,Women 25-40,2025-10-19,247,3,0,2.72,25,0.499,0.012145748987854251,0.0
ad_785,Eco Bottle,google_search,Women 25-40,2025-11-04,929,23,2,10.74,28,-0.0,0.024757804090419805,0.08695652173913043
ad_786,Online MBA Course,facebook,Men 25-40,2025-10-23,1005,10,0,14.27,32,0.086,0.009950248756218905,0.0
ad_787,Online MBA Course,instagram,Women 25-40,2025-09-02,705,6,0,9.15,29,-0.247,0.00851063829787234,0.0
ad_788,NoiseCancel Headphones,facebook,Students 18-25,2025-08-27,1437,21,1,15.76,42,0.178,0.014613778705636743,0.047619047619047616
ad_789,NoiseCancel Headphones,facebook,Students 18-25,2025-08-24,3295,19,0,40.93,10,-0.104,0.005766312594840668,0.0
ad_790,Smartwatch Pro,facebook,Students 18-25,2025-08-17,1419,14,0,16.37,19,0.45,0.009866102889358703,0.0
ad_791,Eco Bottle,facebook,Students 18-25,2025-10-06,84,0,0,0.86,40,-0.345,0.0,0.0
ad_792,Smartwatch Pro,youtube,Women 25-40,2025-10-04,567,13,0,5.87,54,-0.169,0.02292768959435626,0.0
ad_793,NoiseCancel Headphones,google_search,Men 25-40,2025-09-23,287,7,0,3.44,38,0.294,0.024390243902439025,0.0
ad_794,Online MBA Course,facebook,Women 25-40,2025-10-30,416,10,3,4.91,55,0.465,0.02403846153846154,0.3
ad_795,Online MBA Course,youtube,Men 25-40,2025-09-08,471,4,0,5.5,58,0.23,0.008492569002123142,0.0
ad_796,Smartwatch Pro,youtube,Professionals 30-45,2025-10-30,3319,25,2,40.69,41,0.182,0.007532389273877674,0.08
ad_797,Eco Bottle,instagram,Students 18-25,2025-11-02,598,2,0,8.26,28,0.199,0.0033444816053511705,0.0
ad_798,Organic Face Cream,google_search,Women 25-40,2025-09-25,411,11,0,4.12,30,-0.5,0.0267639902676399,0.0
ad_799,NoiseCancel Headphones,google_search,Students 18-25,2025-09-28,1403,36,3,14.79,28,-0.029,0.02565930149679259,0.08333333333333333
ad_800,Eco Bottle,google_search,Students 18-25,2025-09-06,1020,42,1,11.82,45,-0.178,0.041176470588235294,0.023809523809523808
ad_801,Smartwatch Pro,instagram,Students 18-25,2025-11-01,2218,28,0,30.89,40,0.269,0.012623985572587917,0.0
ad_802,Eco Bottle,youtube,Students 18-25,2025-08-19,802,8,0,10.36,40,0.024,0.00997506234413965,0.0
ad_803,Eco Bottle,youtube,Students 18-25,2025-08-31,1201,8,0,14.31,26,0.412,0.006661115736885929,0.0
ad_804,Eco Bottle,youtube,Women 25-40,2025-09-18,445,4,0,5.3,11,-0.123,0.008988764044943821,0.0
ad_805,Online MBA Course,youtube,Students 18-25,2025-09-17,1585,23,0,17.59,45,-0.085,0.014511041009463722,0.0
ad_806,Smartwatch Pro,facebook,Students 18-25,2025-10-05,246,3,0,3.01,18,-0.047,0.012195121951219513,0.0
ad_807,Eco Bottle,facebook,Women 25-40,2025-10-29,336,1,0,4.43,36,0.082,0.002976190476190476,0.0
ad_808,NoiseCancel Headphones,youtube,Men 25-40,2025-09-19,470,4,0,5.92,26,0.418,0.00851063829787234,0.0
ad_809,Online MBA Course,youtube,Professionals 30-45,2025-10-19,1399,8,0,17.13,36,0.249,0.005718370264474625,0.0
ad_810,NoiseCancel Headphones,facebook,Men 25-40,2025-10-16,1792,21,1,23.14,28,0.078,0.01171875,0.047619047619047616
ad_811,Organic Face Cream,facebook,Professionals 30-45,2025-10-27,404,5,0,4.06,52,-0.14,0.012376237623762377,0.0
ad_812,Organic Face Cream,google_search,Women 25-40,2025-08-26,116,5,1,1.57,17,-0.128,0.04310344827586207,0.2
ad_813,NoiseCancel Headphones,facebook,Women 25-40,2025-10-21,1317,20,0,15.77,39,0.348,0.015186028853454821,0.0
ad_814,Organic Face Cream,youtube,Men 25-40,2025-10-05,467,5,1,5.19,38,0.202,0.010706638115631691,0.2
ad_815,Organic Face Cream,facebook,Students 18-25,2025-09-27,370,8,0,5.32,45,0.168,0.021621621621621623,0.0
ad_816,Eco Bottle,instagram,Men 25-40,2025-10-27,2519,28,0,30.56,16,-0.18,0.0111155220325526,0.0
ad_817,Organic Face Cream,youtube,Students 18-25,2025-10-05,983,8,0,13.56,54,0.256,0.008138351983723296,0.0
ad_818,Online MBA Course,facebook,Women 25-40,2025-09-09,1656,20,0,17.84,39,0.114,0.012077294685990338,0.0
ad_819,Organic Face Cream,google_search,Professionals 30-45,2025-08-25,149,2,0,1.99,13,0.209,0.013422818791946308,0.0
ad_820,Smartwatch Pro,youtube,Women 25-40,2025-09-20,1588,8,0,19.19,13,0.027,0.005037783375314861,0.0
ad_821,Smartwatch Pro,google_search,Students 18-25,2025-08-30,1311,54,1,19.53,55,0.006,0.041189931350114416,0.018518518518518517
ad_822,Online MBA Course,instagram,Students 18-25,2025-09-26,390,7,0,5.44,27,0.184,0.017948717948717947,0.0
ad_823,Eco Bottle,facebook,Students 18-25,2025-09-01,662,9,1,7.06,29,0.268,0.013595166163141994,0.1111111111111111
ad_824,Smartwatch Pro,facebook,Men 25-40,2025-11-11,1873,20,1,22.68,41,0.188,0.010678056593699947,0.05
ad_825,Organic Face Cream,facebook,Men 25-40,2025-09-26,99,1,0,1.32,13,-0.196,0.010101010101010102,0.0
ad_826,NoiseCancel Headphones,google_search,Professionals 30-45,2025-08-21,560,13,0,6.28,48,0.012,0.023214285714285715,0.0
ad_827,Eco Bottle,google_search,Professionals 30-45,2025-09-06,1568,51,5,16.15,57,-0.06,0.032525510204081634,0.09803921568627451
ad_828,NoiseCancel Headphones,instagram,Professionals 30-45,2025-08-31,1190,15,1,16.22,39,0.386,0.012605042016806723,0.06666666666666667
ad_829,Smartwatch Pro,youtube,Women 25-40,2025-11-11,1652,10,0,18.39,27,-0.05,0.006053268765133172,0.0
ad_830,Smartwatch Pro,instagram,Men 25-40,2025-10-19,238,3,0,3.52,58,-0.008,0.012605042016806723,0.0
ad_831,Smartwatch Pro,google_search,Professionals 30-45,2025-08-18,1084,40,2,15.03,51,0.672,0.03690036900369004,0.05
ad_832,Eco Bottle,google_search,Students 18-25,2025-08-24,1982,59,3,21.66,26,-0.288,0.029767911200807264,0.05084745762711865
ad_833,NoiseCancel Headphones,instagram,Students 18-25,2025-10-06,1227,14,0,15.92,19,0.025,0.011409942950285249,0.0
ad_834,Smartwatch Pro,google_search,Professionals 30-45,2025-08-24,2565,83,1,35.97,43,-0.029,0.03235867446393762,0.012048192771084338
ad_835,Eco Bottle,google_search,Women 25-40,2025-11-09,885,27,0,10.75,30,0.552,0.030508474576271188,0.0
ad_836,Online MBA Course,google_search,Students 18-25,2025-10-18,242,6,0,2.84,56,0.167,0.024793388429752067,0.0
ad_837,Online MBA Course,youtube,Professionals 30-45,2025-11-09,591,8,0,6.22,48,-0.062,0.01353637901861252,0.0
ad_838,NoiseCancel Headphones,facebook,Men 25-40,2025-08-20,798,11,0,9.0,28,-0.118,0.013784461152882205,0.0
ad_839,Organic Face Cream,facebook,Professionals 30-45,2025-11-10,597,9,0,6.01,54,-0.035,0.01507537688442211,0.0
ad_840,Online MBA Course,facebook,Men 25-40,2025-09-12,433,4,0,5.8,39,0.276,0.009237875288683603,0.0
ad_841,Organic Face Cream,instagram,Men 25-40,2025-08-27,76,0,0,0.9,12,0.08,0.0,0.0
ad_842,Online MBA Course,facebook,Students 18-25,2025-09-21,69,2,0,0.9,55,0.127,0.028985507246376812,0.0
ad_843,NoiseCancel Headphones,google_search,Students 18-25,2025-10-01,4629,135,1,67.68,44,-0.294,0.02916396629941672,0.007407407407407408
ad_844,Eco Bottle,facebook,Women 25-40,2025-09-12,400,4,0,5.97,33,0.536,0.01,0.0
ad_845,NoiseCancel Headphones,youtube,Professionals 30-45,2025-09-01,1514,10,1,18.86,58,-0.243,0.0066050198150594455,0.1
ad_846,Eco Bottle,google_search,Students 18-25,2025-08-30,482,13,0,6.43,24,0.137,0.026970954356846474,0.0
ad_847,Eco Bottle,youtube,Men 25-40,2025-11-07,432,0,0,6.41,24,0.439,0.0,0.0
ad_848,Online MBA Course,instagram,Men 25-40,2025-09-03,1025,8,0,10.79,28,0.056,0.007804878048780488,0.0
ad_849,Eco Bottle,google_search,Students 18-25,2025-10-14,3622,95,1,48.1,10,0.393,0.026228602981778024,0.010526315789473684
ad_850,Organic Face Cream,google_search,Men 25-40,2025-09-18,396,11,0,4.61,28,-0.338,0.027777777777777776,0.0
ad_851,Organic Face Cream,youtube,Professionals 30-45,2025-10-30,160,5,0,2.15,49,0.002,0.03125,0.0
ad_852,Online MBA Course,youtube,Students 18-25,2025-10-06,1378,7,0,18.48,11,0.03,0.0050798258345428155,0.0
ad_853,Smartwatch Pro,facebook,Women 25-40,2025-09-01,2050,36,1,26.04,56,-0.037,0.0175609756097561,0.027777777777777776
ad_854,NoiseCancel Headphones,google_search,Students 18-25,2025-10-03,244,7,0,3.28,45,0.347,0.028688524590163935,0.0
ad_855,Online MBA Course,facebook,Women 25-40,2025-11-09,163,2,0,1.68,42,0.692,0.012269938650306749,0.0
ad_856,Online MBA Course,instagram,Women 25-40,2025-09-28,383,2,0,4.06,49,-0.314,0.005221932114882507,0.0
ad_857,Eco Bottle,youtube,Women 25-40,2025-11-02,43,0,0,0.52,45,-0.244,0.0,0.0
ad_858,Smartwatch Pro,facebook,Students 18-25,2025-11-09,1596,14,0,21.39,16,0.462,0.008771929824561403,0.0
ad_859,Online MBA Course,google_search,Men 25-40,2025-10-04,1144,29,0,11.58,24,-0.25,0.025349650349650348,0.0
ad_860,Eco Bottle,google_search,Men 25-40,2025-09-18,871,18,2,10.94,43,0.156,0.02066590126291619,0.1111111111111111
ad_861,Smartwatch Pro,google_search,Men 25-40,2025-08-30,206,8,0,2.88,39,-0.261,0.038834951456310676,0.0
ad_862,Online MBA Course,youtube,Men 25-40,2025-08-21,553,6,1,6.43,56,-0.074,0.0108499095840868,0.16666666666666666
ad_863,Organic Face Cream,youtube,Women 25-40,2025-10-04,405,5,0,4.91,45,-0.5,0.012345679012345678,0.0
ad_864,NoiseCancel Headphones,youtube,Men 25-40,2025-10-19,106,0,0,1.59,33,0.584,0.0,0.0
ad_865,Eco Bottle,instagram,Men 25-40,2025-11-03,870,14,2,11.85,28,-0.108,0.016091954022988506,0.14285714285714285
ad_866,Online MBA Course,facebook,Students 18-25,2025-10-07,139,0,0,1.66,54,-0.416,0.0,0.0
ad_867,NoiseCancel Headphones,instagram,Students 18-25,2025-09-06,233,3,0,3.23,51,0.288,0.012875536480686695,0.0
ad_868,NoiseCancel Headphones,facebook,Professionals 30-45,2025-11-11,636,8,0,6.68,49,0.453,0.012578616352201259,0.0
ad_869,Organic Face Cream,youtube,Men 25-40,2025-10-16,738,9,0,8.27,33,0.186,0.012195121951219513,0.0
ad_870,Organic Face Cream,instagram,Women 25-40,2025-09-06,855,16,1,9.77,52,0.079,0.01871345029239766,0.0625
ad_871,Online MBA Course,facebook,Women 25-40,2025-10-03,3773,34,0,41.12,23,-0.122,0.009011396766498807,0.0
ad_872,Online MBA Course,facebook,Professionals 30-45,2025-10-27,266,3,1,3.67,12,0.53,0.011278195488721804,0.3333333333333333
ad_873,Eco Bottle,youtube,Women 25-40,2025-10-14,74,1,0,0.82,46,0.152,0.013513513513513514,0.0
ad_874,Smartwatch Pro,youtube,Students 18-25,2025-09-04,2186,12,1,27.49,31,-0.109,0.0054894784995425435,0.08333333333333333
ad_875,Organic Face Cream,facebook,Men 25-40,2025-09-02,288,1,0,4.14,37,0.007,0.003472222222222222,0.0
ad_876,Eco Bottle,google_search,Professionals 30-45,2025-09-16,941,26,1,12.76,16,-0.404,0.02763018065887354,0.038461538461538464
